Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name,PC_Name,PC_No,CandID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
AE,Gujarat,11,1,2007,12,0,3,1,JAYANTILAL PARSOTTAM BHANUSHALI,M,BJP,39004,GEN,87912,137105,ABDASA,GEN,,6,64.12,44.37,no,10019,11.4,3.03,AEGJ11473,,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,43,,,,,5th Pass,Other or Unspecified,,,
AE,Gujarat,11,1,2007,12,0,3,2,JADEJA NARENDRASINH MADHAVSINHJI,M,INC,28985,GEN,87912,137105,ABDASA,GEN,,6,64.12,32.97,no,16588,18.87,3.03,AEGJ9349,,3482,TRUE,3,BJP,1605,ABDASA,TRUE,FALSE,1,TRUE,TRUE,TRUE,53,,,,,10th Pass,Other or Unspecified,,,
AE,Gujarat,11,1,2007,12,0,3,3,HALEPOTRA IBRAHIM JAFAR,M,BSP,12397,GEN,87912,137105,ABDASA,GEN,,6,64.12,14.1,yes,8251,9.39,3.03,AEGJ11475,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,,,,,10th Pass,Other or Unspecified,,,
AE,Gujarat,11,1,2007,12,0,3,4,BHAVANI HANSRAJBHAI PARBATBHAI,M,IND,4146,GEN,87912,137105,ABDASA,GEN,,6,64.12,4.72,yes,2176,2.48,3.03,AEGJ11476,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,,,,,,,,,
AE,Gujarat,11,1,2007,12,0,3,5,KULINKANT BHOJRAJ SHAH (LODAYA),M,IND,1970,GEN,87912,137105,ABDASA,GEN,,6,64.12,2.24,yes,560,0.64,3.03,AEGJ11477,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,70,,,,,,,,,
AE,Gujarat,11,1,2007,12,0,3,6,GADHAVI KESHARDAN GENDAN,M,RSDC,1410,GEN,87912,137105,ABDASA,GEN,,6,64.12,1.6,yes,0,0,3.03,AEGJ11478,,6860,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,,,,,,,,,
AE,Gujarat,11,2,2007,12,0,3,1,SENGHANI DHANJIBHAI (ALIAS MANGAL) GOVINDBHAI,M,BJP,41799,GEN,89004,145045,MANDVI,GEN,,9,61.36,46.96,no,4139,4.65,2.5,AEGJ11479,,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,57,,,,,5th Pass,Other or Unspecified,,,
AE,Gujarat,11,2,2007,12,0,3,2,PATEL CHHABILBHAI NARAYANBHAI,M,INC,37660,GEN,89004,145045,MANDVI,GEN,,9,61.36,42.31,no,34638,38.92,2.5,AEGJ12745,,3482,TRUE,2,INC,3482,MANDVI,TRUE,TRUE,1,FALSE,TRUE,TRUE,46,,,,,Graduate,Other or Unspecified,,,
AE,Gujarat,11,2,2007,12,0,3,3,GARVA RAYSHIBHAI KARSHANBHAI,M,BSP,3022,GEN,89004,145045,MANDVI,GEN,,9,61.36,3.4,yes,640,0.72,2.5,AEGJ11481,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,,,,,Graduate,Other or Unspecified,,,
AE,Gujarat,11,2,2007,12,0,3,4,SAIYAD KADARSHA LATIFSHAH,M,IND,2382,GEN,89004,145045,MANDVI,GEN,,9,61.36,2.68,yes,893,1,2.5,AEGJ11482,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,,,,,,,,,
AE,Gujarat,11,2,2007,12,0,3,5,MAKANI RUKSHMANIBEN KALYANJI,F,IND,1489,GEN,89004,145045,MANDVI,GEN,,9,61.36,1.67,yes,402,0.45,2.5,AEGJ11483,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,,,,,,,,,
AE,Gujarat,11,2,2007,12,0,3,6,GHEDA CHAMPSHI AATUBHAI,M,IND,1087,GEN,89004,145045,MANDVI,GEN,,9,61.36,1.22,yes,184,0.21,2.5,AEGJ11484,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,25,,,,,,,,,
AE,Gujarat,11,2,2007,12,0,3,7,GADHVI PARESHDAN HAJURDAN,M,SHS,903,GEN,89004,145045,MANDVI,GEN,,9,61.36,1.01,yes,511,0.57,2.5,AEGJ11485,,18691,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,,,,,,,,,
AE,Gujarat,11,2,2007,12,0,3,8,GADHVI RAMBHAI DHANRAJBHAI,M,IND,392,GEN,89004,145045,MANDVI,GEN,,9,61.36,0.44,yes,122,0.14,2.5,AEGJ11486,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,,,,,,,,,
AE,Gujarat,11,2,2007,12,0,3,9,GADHVI RAJESH MANEKBHAI,M,IND,270,GEN,89004,145045,MANDVI,GEN,,9,61.36,0.3,yes,0,0,2.5,AEGJ11487,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,26,,,,,,,,,
AE,Gujarat,11,3,2007,12,0,3,1,AHIR VASANBHAI GOPALBHAI,M,BJP,70398,GEN,133232,214898,BHUJ,GEN,,9,62,52.84,no,21582,16.2,2.44,AEGJ6853,,1605,TRUE,3,BJP,1605,ANJAR,FALSE,TRUE,3,FALSE,FALSE,FALSE,49,,,,,5th Pass,Other or Unspecified,,,
AE,Gujarat,11,3,2007,12,0,3,2,AHIR SHIVJIBHAI KARSHANBHAI,M,INC,48816,GEN,133232,214898,BHUJ,GEN,,9,62,36.64,no,42567,31.95,2.44,AEGJ10480,,3482,TRUE,2,INC,3482,BHUJ,TRUE,TRUE,1,FALSE,TRUE,TRUE,49,,,,,12th Pass,Other or Unspecified,,,
AE,Gujarat,11,3,2007,12,0,3,3,SAMEJA MOHMAD HANIF,M,IND,6249,GEN,133232,214898,BHUJ,GEN,,9,62,4.69,yes,3404,2.55,2.44,AEGJ11490,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,25,,,,,,,,,
AE,Gujarat,11,3,2007,12,0,3,4,MUTVA MIRKHAN PIRMAMAD,M,BSP,2845,GEN,133232,214898,BHUJ,GEN,,9,62,2.14,yes,603,0.45,2.44,AEGJ4918,,16651,TRUE,2,IND,10809,ABDASA,FALSE,FALSE,0,FALSE,FALSE,FALSE,57,,,,,,,,,
AE,Gujarat,11,3,2007,12,0,3,5,SHAH PARESHKUMAR VRUJLAL,M,IND,2242,GEN,133232,214898,BHUJ,GEN,,9,62,1.68,yes,1401,1.05,2.44,AEGJ11492,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,,,,,,,,,
AE,Gujarat,11,3,2007,12,0,3,6,CHAVDA HAMIR KHIMA,M,IND,841,GEN,133232,214898,BHUJ,GEN,,9,62,0.63,yes,176,0.13,2.44,AEGJ11493,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,25,,,,,,,,,
AE,Gujarat,11,3,2007,12,0,3,7,AHLAVAT BIJENDRASING DAYARAM,M,LJP,665,GEN,133232,214898,BHUJ,GEN,,9,62,0.5,yes,8,0.01,2.44,AEGJ11494,,5029,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,,,,,,,,,
AE,Gujarat,11,3,2007,12,0,3,8,MANGALBHAI KARAMASIBHAI RABARI,M,IND,657,GEN,133232,214898,BHUJ,GEN,,9,62,0.49,yes,138,0.1,2.44,AEGJ570,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,47,,,,,,,,,
AE,Gujarat,11,3,2007,12,0,3,9,BAROT VELJI SHANKARDAN,M,IND,519,GEN,133232,214898,BHUJ,GEN,,9,62,0.39,yes,0,0,2.44,AEGJ11496,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,76,,,,,,,,,
AE,Gujarat,11,4,2007,12,0,3,1,MAHESHWARI RAMESH VACHCHHRAJ,M,BJP,49448,SC,92657,153804,MUNDRA,SC,,5,60.24,53.37,no,15265,16.47,2.38,AEGJ12780,,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,39,,,,,12th Pass,Other or Unspecified,,,
AE,Gujarat,11,4,2007,12,0,3,2,DHUA GOPALBHAI GABHABHAI,M,INC,34183,SC,92657,153804,MUNDRA,SC,,5,60.24,36.89,no,30097,32.48,2.38,AEGJ10485,,3482,TRUE,2,BJP,1605,MUNDRA,TRUE,FALSE,1,TRUE,TRUE,TRUE,66,,,,,10th Pass,Other or Unspecified,,,
AE,Gujarat,11,4,2007,12,0,3,3,DUNGARIYA BHARMALBHAI NARANBHAI,M,BSP,4086,SC,92657,153804,MUNDRA,SC,,5,60.24,4.41,yes,937,1.01,2.38,AEGJ11499,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,,,,,Literate,Other or Unspecified,,,
AE,Gujarat,11,4,2007,12,0,3,4,MAHESHWARI DAMJIBHAI ATUBHAI,M,RPI(A),3149,SC,92657,153804,MUNDRA,SC,,5,60.24,3.4,yes,1358,1.47,2.38,AEGJ11500,,12285,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,,,,,,,,,
AE,Gujarat,11,4,2007,12,0,3,5,MAKVANA GOVINDBHAI KANJIBHAI,M,JD(U),1791,SC,92657,153804,MUNDRA,SC,,5,60.24,1.93,yes,0,0,2.38,AEGJ9373,,11002,TRUE,2,IND,10809,ANJAR,FALSE,FALSE,0,FALSE,FALSE,FALSE,38,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,1,ACHARYA NEEMABEN BHAVESHBHAI,F,BJP,77670,GEN,153559,280699,ANJAR,GEN,,14,54.71,50.58,no,17588,11.45,2.44,AEGJ4952,,1605,TRUE,4,INC,3482,ANJAR,TRUE,FALSE,2,TRUE,TRUE,TRUE,60,,,,,Post Graduate,Other or Unspecified,,,
AE,Gujarat,11,5,2007,12,0,3,2,HUMBAL VELJIBHAI KATHADBHAI,M,INC,60082,GEN,153559,280699,ANJAR,GEN,,14,54.71,39.13,no,53228,34.66,2.44,AEGJ11508,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,,,,,10th Pass,Other or Unspecified,,,
AE,Gujarat,11,5,2007,12,0,3,3,SENAMA RAJIBEN KALIDAS,F,IND,6854,SC,153559,280699,ANJAR,GEN,,14,54.71,4.46,yes,4713,3.07,2.44,AEGJ11509,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,58,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,4,BHARVAD DAHYABHAI SINDHABHAI,M,IND,2141,GEN,153559,280699,ANJAR,GEN,,14,54.71,1.39,yes,641,0.42,2.44,AEGJ11510,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,5,CHARAN KARSHANBHAI GOVINDBHAI (HIRANI),M,RPI(A),1500,SC,153559,280699,ANJAR,GEN,,14,54.71,0.98,yes,364,0.24,2.44,AEGJ11511,,12285,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,52,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,6,LAKHANI RAJU VAISHNDAS,M,BJSH,1136,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.74,yes,240,0.16,2.44,AEGJ11512,,1452,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,7,JHA SANTOSHKUMAR MAHESHBHAI,M,IND,896,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.58,yes,275,0.18,2.44,AEGJ10493,,10809,TRUE,2,IND,10809,ANJAR,TRUE,TRUE,0,FALSE,FALSE,TRUE,31,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,8,DAVDA SAKARCHAND SHIVJI,M,IND,621,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.4,yes,26,0.02,2.44,AEGJ11514,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,9,PRAVINKUMAR NARANBHAI BAMBHANIYA,M,IND,595,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.39,yes,107,0.07,2.44,AEGJ11515,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,30,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,10,ASNANI TULSHI KHUSHALBHAI,M,IND,488,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.32,yes,40,0.03,2.44,AEGJ11503,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,11,BHOJA BHURA,M,LJP,448,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.29,yes,10,0.01,2.44,AEGJ11504,,5029,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,12,DATTANI DILIPKUMAR UMEDLAL,M,SHS,438,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.29,yes,92,0.06,2.44,AEGJ11505,,18691,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,13,AJANA RAMABHAI RAJABHAI,M,IND,346,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.23,yes,2,0,2.44,AEGJ11506,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,,,,,,,,,
AE,Gujarat,11,5,2007,12,0,3,14,JADEJA BHARATSINH SADHUBHA,M,JD(U),344,GEN,153559,280699,ANJAR,GEN,,14,54.71,0.22,yes,0,0,2.44,AEGJ11507,,11002,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,,,,,,,,,
AE,Gujarat,11,6,2007,12,0,3,1,GADA(SHAH) BABUBHAI MEGHJI,M,INC,42934,GEN,93130,178873,RAPAR,GEN,,6,52.06,46.1,no,5639,6.05,2.7,AEGJ1159,,3482,TRUE,8,INC,3482,RAPAR,TRUE,TRUE,4,FALSE,TRUE,TRUE,66,,,,,Literate,Other or Unspecified,,,
AE,Gujarat,11,6,2007,12,0,3,2,JADEJA VIRENDRASINH BAHADURSINH,M,BJP,37295,GEN,93130,178873,RAPAR,GEN,,6,52.06,40.05,no,31144,33.44,2.7,AEGJ11517,,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,,,,,Literate,Other or Unspecified,,,
AE,Gujarat,11,6,2007,12,0,3,3,GOVIND CHONDA KOLI,M,IND,6151,GEN,93130,178873,RAPAR,GEN,,6,52.06,6.6,yes,3359,3.61,2.7,AEGJ11518,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,61,,,,,,,,,
AE,Gujarat,11,6,2007,12,0,3,4,MARAJ RAMESHBHAI NATVARLAL,M,RJD,2792,GEN,93130,178873,RAPAR,GEN,,6,52.06,3,yes,246,0.26,2.7,AEGJ11519,,12103,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,29,,,,,,,,,
AE,Gujarat,11,6,2007,12,0,3,5,BHARVAD JAKHARABHAI BIJALBHAI,M,BSP,2546,GEN,93130,178873,RAPAR,GEN,,6,52.06,2.73,yes,1134,1.22,2.7,AEGJ11520,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,,,,,,,,,
AE,Gujarat,11,6,2007,12,0,3,6,KAROTRA PARBAT SAMA`,M,SHS,1412,GEN,93130,178873,RAPAR,GEN,,6,52.06,1.52,yes,0,0,2.7,AEGJ11521,,18691,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,,,,,,,,,
AE,Gujarat,11,7,2007,12,0,3,1,TUNDIYA SHAMBHUPRASAD BALDEVDASJI,M,BJP,38174,SC,80386,153660,DASADA,SC,,5,52.31,47.49,no,4066,5.06,2.44,AEGJ11522,,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,37,,,,,Graduate,Other or Unspecified,,,
AE,Gujarat,11,7,2007,12,0,3,2,MAKWANA MANHARLAL MAGANLAL,M,INC,34108,SC,80386,153660,DASADA,SC,,5,52.31,42.43,no,30210,37.58,2.44,AEGJ10500,,3482,TRUE,2,INC,3482,DASADA,TRUE,TRUE,1,FALSE,TRUE,TRUE,48,,,,,12th Pass,Other or Unspecified,,,
AE,Gujarat,11,7,2007,12,0,3,3,ZALA GEETABEN MOTIBHAI,F,BSP,3898,SC,80386,153660,DASADA,SC,,5,52.31,4.85,yes,1490,1.85,2.44,AEGJ11524,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,,,,,Literate,Other or Unspecified,,,
AE,Gujarat,11,7,2007,12,0,3,4,SOLANKI PUNJABHAI ARJANBHAI,M,IND,2408,SC,80386,153660,DASADA,SC,,5,52.31,3,yes,610,0.76,2.44,AEGJ11525,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,47,,,,,,,,,
AE,Gujarat,11,7,2007,12,0,3,5,MAKWANA UKABHAI AMARABHAI,M,IND,1798,SC,80386,153660,DASADA,SC,,5,52.31,2.24,yes,0,0,2.44,AEGJ11526,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,,,,,,,,,
AE,Gujarat,11,8,2007,12,0,3,1,DOSHI VARSHABEN NARENDRABHAI,F,BJP,47466,GEN,123436,209984,WADHWAN,GEN,,7,58.78,38.45,no,6902,5.59,3.33,AEGJ11527,,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,48,,,,,Graduate,Other or Unspecified,,,
AE,Gujarat,11,8,2007,12,0,3,2,HIMANSHUBHAI CHIMANLAL VYAS,M,INC,40564,GEN,123436,209984,WADHWAN,GEN,,7,58.78,32.86,no,17303,14.02,3.33,AEGJ11528,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,47,,,,,Post Graduate,Other or Unspecified,,,
AE,Gujarat,11,8,2007,12,0,3,3,KAILA DHANRAJBHAI GOVINDBHAI,M,IND,23261,GEN,123436,209984,WADHWAN,GEN,,7,58.78,18.84,no,15873,12.86,3.33,AEGJ9392,,10809,TRUE,3,BJP,1605,WADHWAN,TRUE,FALSE,2,FALSE,TRUE,TRUE,53,,,,,,,,,
AE,Gujarat,11,8,2007,12,0,3,4,UKABHAI AMARABHAI MAKWANA,M,IND,7388,SC,123436,209984,WADHWAN,GEN,,7,58.78,5.99,yes,4168,3.38,3.33,AEGJ11526,,10809,TRUE,2,IND,10809,DASADA,FALSE,TRUE,0,FALSE,FALSE,FALSE,35,,,,,,,,,
AE,Gujarat,11,8,2007,12,0,3,5,KHER RAMSANGBHAI DUNGARBHAI,M,BSP,3220,GEN,123436,209984,WADHWAN,GEN,,7,58.78,2.61,yes,2446,1.98,3.33,AEGJ11531,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,,,,,,,,,
AE,Gujarat,11,8,2007,12,0,3,6,KIRITSINH ALIAS KITUBHA JORUBHA JADEJA,M,IND,774,GEN,123436,209984,WADHWAN,GEN,,7,58.78,0.63,yes,11,0.01,3.33,AEGJ11532,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,34,,,,,,,,,
AE,Gujarat,11,8,2007,12,0,3,7,CHUDASAMA DHANJIBHAI TRIBHOVANDAS,M,JD(U),763,GEN,123436,209984,WADHWAN,GEN,,7,58.78,0.62,yes,0,0,3.33,AEGJ11533,,11002,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,63,,,,,,,,,
AE,Gujarat,11,9,2007,12,0,3,1,RANA KIRITSINH JEETUBHA,M,BJP,51175,GEN,105170,175585,LIMBDI,GEN,,10,59.9,48.66,no,7159,6.81,2.38,AEGJ6903,,1605,TRUE,4,BJP,1605,LIMBDI,TRUE,TRUE,3,FALSE,FALSE,TRUE,43,,,,,Literate,Other or Unspecified,,,
AE,Gujarat,11,9,2007,12,0,3,2,BHARWAD BHAVANBHAI JIVANBHAI,M,INC,44016,GEN,105170,175585,LIMBDI,GEN,,10,59.9,41.85,no,41521,39.48,2.38,AEGJ10513,,3482,TRUE,2,INC,3482,LIMBDI,TRUE,TRUE,1,FALSE,TRUE,TRUE,53,,,,,Literate,Other or Unspecified,,,
AE,Gujarat,11,9,2007,12,0,3,3,MITHAPARA RAGHUBHAI KARSHANBHAI,M,IND,2495,GEN,105170,175585,LIMBDI,GEN,,10,59.9,2.37,yes,476,0.45,2.38,AEGJ11537,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,,,,,,,,,
AE,Gujarat,11,9,2007,12,0,3,4,PRABHUBHAI VELABHAI VADEKHANIYA,M,BSP,2019,GEN,105170,175585,LIMBDI,GEN,,10,59.9,1.92,yes,372,0.35,2.38,AEGJ11538,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,,,,,,,,,
AE,Gujarat,11,9,2007,12,0,3,5,MAKWANA JERAMBHAI VALABHAI,M,IND,1647,SC,105170,175585,LIMBDI,GEN,,10,59.9,1.57,yes,333,0.32,2.38,AEGJ11539,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,53,,,,,,,,,
AE,Gujarat,11,9,2007,12,0,3,6,BHADENIYA UKABHAI MAVJIBHAI,M,IND,1314,GEN,105170,175585,LIMBDI,GEN,,10,59.9,1.25,yes,294,0.28,2.38,AEGJ11540,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,,,,,,,,,
AE,Gujarat,11,9,2007,12,0,3,7,DABHI GOPALBHAI DAYALBHAI,M,IND,1020,GEN,105170,175585,LIMBDI,GEN,,10,59.9,0.97,yes,168,0.16,2.38,AEGJ11541,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,69,,,,,,,,,
AE,Gujarat,11,9,2007,12,0,3,8,JADAV RAMESHBHAI VALJIBHAI,M,IJP,852,SC,105170,175585,LIMBDI,GEN,,10,59.9,0.81,yes,459,0.44,2.38,AEGJ11542,,3430,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,,,,,,,,,
AE,Gujarat,11,9,2007,12,0,3,9,PARMAR ARVINDBHAI MOHANBHAI,M,IND,393,SC,105170,175585,LIMBDI,GEN,,10,59.9,0.37,yes,154,0.15,2.38,AEGJ11543,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,,,,,,,,,
AE,Gujarat,11,9,2007,12,0,3,10,DABHI MOHANBHAI TULASIBHAI,M,IND,239,GEN,105170,175585,LIMBDI,GEN,,10,59.9,0.23,yes,0,0,2.38,AEGJ1991,,10809,TRUE,5,IND,10809,CHOTILA,FALSE,TRUE,0,FALSE,FALSE,FALSE,61,,,,,,,,,
AE,Gujarat,11,10,2007,12,0,3,1,JINJARIYA POPATBHAI SAVSIBHAI,M,INC,29164,GEN,94476,184601,CHOTILA,GEN,,8,51.18,30.87,no,1721,1.82,3.85,AEGJ10521,,3482,FALSE,4,IND,10809,CHOTILA,TRUE,FALSE,4,FALSE,TRUE,TRUE,53,,,,,Literate,Other or Unspecified,,,
AE,Gujarat,11,10,2007,12,0,3,2,CHAUHAN SHAMJIBHAI BHIMJIBHAI,M,IND,27443,GEN,94476,184601,CHOTILA,GEN,,8,51.18,29.05,no,829,0.88,3.85,AEGJ11545,,10809,FALSE,4,NCP,5792,WANKANER,FALSE,FALSE,0,FALSE,FALSE,TRUE,48,,,,,,,,,
AE,Gujarat,11,10,2007,12,0,3,3,DHORIYA KALPANABEN BIJALBHAI,F,BJP,26614,GEN,94476,184601,CHOTILA,GEN,,8,51.18,28.17,no,23241,24.6,3.85,AEGJ11546,,1605,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,36,,,,,Post Graduate,Other or Unspecified,,,
AE,Gujarat,11,10,2007,12,0,3,4,CHAVDA POPATBHAI DEVJIBHAI,M,BSP,3373,GEN,94476,184601,CHOTILA,GEN,,8,51.18,3.57,yes,99,0.1,3.85,AEGJ11547,,16651,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,31,,,,,,,,,
AE,Gujarat,11,10,2007,12,0,3,5,JYANTILAL AMRUTLAL SOLANKI,M,IND,3274,GEN,94476,184601,CHOTILA,GEN,,8,51.18,3.47,yes,893,0.95,3.85,AEGJ11548,,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,67,,,,,,,,,
AE,Gujarat,11,10,2007,12,0,3,6,GONDALIYA GORADHAN BHAI JETHIRAM,M,JD(U),2381,GEN,94476,184601,CHOTILA,GEN,,8,51.18,2.52,yes,963,1.02,3.85,AEGJ11549,,11002,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,43,,,,,,,,,
AE,Gujarat,11,10,2007,12,0,3,7,GABU NAGJIBHAI MOHANBHAI,M,IND,1418,GEN,94476,184601,CHOTILA,GEN,,8,51.18,1.5,yes,609,0.64,3.85,AEGJ11550,,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,48,,,,,,,,,
AE,Gujarat,11,10,2007,12,0,3,8,SATUBHA KANUBHA VAGHELA,M,ABJS,809,GEN,94476,184601,CHOTILA,GEN,,8,51.18,0.86,yes,0,0,3.85,AEGJ3836,,9325,FALSE,5,SAP,7575,CHOTILA,TRUE,FALSE,0,TRUE,FALSE,FALSE,73,,,,,,,,,
AE,Gujarat,11,10,2009,12,1,3,1,K.V. Harajibhai,,BJP,47628,,98960,184601,CHOTILA,GEN,,12,53.61,48.13,no,7379,7.46,2.5,AEGJ100457,,1605,FALSE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Gujarat,11,10,2009,12,1,3,2,J.M.Popatbhai,,INC,40249,,98960,184601,CHOTILA,GEN,,12,53.61,40.67,no,36061,36.44,2.5,AEGJ100458,,3482,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Gujarat,11,10,2009,12,1,3,3,SL Vasudevbhai,,IND,4188,,98960,184601,CHOTILA,GEN,,12,53.61,4.23,yes,2968,3,2.5,AEGJ100459,,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Gujarat,11,10,2009,12,1,3,4,M.U.Amarabhai,,IJP,1220,,98960,184601,CHOTILA,GEN,,12,53.61,1.23,yes,32,0.03,2.5,AEGJ100460,,3430,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Gujarat,11,10,2009,12,1,3,5,R.M.Jada,,IND,1188,,98960,184601,CHOTILA,GEN,,12,53.61,1.2,yes,128,0.13,2.5,AEGJ100461,,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Gujarat,11,10,2009,12,1,3,6,B.K.Mithabhai,,IND,1060,,98960,184601,CHOTILA,GEN,,12,53.61,1.07,yes,140,0.14,2.5,AEGJ100462,,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Gujarat,11,10,2009,12,1,3,7,P.S.Mundhava,,IND,920,,98960,184601,CHOTILA,GEN,,12,53.61,0.93,yes,115,0.12,2.5,AEGJ100463,,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Gujarat,11,10,2009,12,1,3,8,C.D.Hirabhai,,IND,805,,98960,184601,CHOTILA,GEN,,12,53.61,0.81,yes,217,0.22,2.5,AEGJ100464,,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
